pmcid,pmid,source_category,eligibility_status,fulltext_eligible,retracted,is_manuscript,license_code,license_band,flags,eligibility_reason
,40887748,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40888392,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40888479,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40888485,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40888505,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40888513,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40888516,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40888524,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40889122,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40889586,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40889628,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40889674,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40889897,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40889946,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40891110,pubmed-abstract,eligible,no,no,no,,none,guideline,admissible; retrieval-time gates (currency/authority) apply
,40891668,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40892399,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40894164,pubmed-abstract,eligible,no,no,no,,none,preprint,admissible; retrieval-time gates (currency/authority) apply
,40894526,pubmed-abstract,eligible,no,no,no,,none,preprint,admissible; retrieval-time gates (currency/authority) apply
,40897039,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40897213,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40898635,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40898829,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40899927,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40899930,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40899950,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40899951,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40899953,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40899970,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40899971,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40899976,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40899979,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40902465,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40902468,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40902589,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40902642,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40902672,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40902885,pubmed-abstract,eligible,no,no,no,,none,opinion,admissible; retrieval-time gates (currency/authority) apply
,40903149,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40903199,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40903373,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40903430,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40904536,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40905544,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40905685,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40906594,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40906916,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40906972,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40906974,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40907046,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40907087,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40907236,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40907667,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40907989,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40908199,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40908361,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40908685,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40908892,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40909823,pubmed-abstract,eligible,no,no,no,,none,preprint,admissible; retrieval-time gates (currency/authority) apply
,40909851,pubmed-abstract,eligible,no,no,no,,none,preprint,admissible; retrieval-time gates (currency/authority) apply
,40910231,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40910237,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40910338,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40910390,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40910431,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40910439,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40910441,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40911035,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40912063,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40912064,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40912355,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40912362,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40913498,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40913651,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40913683,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40914747,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40914755,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40914758,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40915091,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40915154,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40915537,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40916159,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40916421,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40916557,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40916690,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40919620,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40919624,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40919631,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40919822,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40920073,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40920494,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40920514,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40921019,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40921114,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40921793,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40922171,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40922395,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40923212,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40923238,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40924591,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40925230,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40925286,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40925313,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40925481,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40925511,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40926080,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40926607,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40928132,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40928616,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40928687,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40928784,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40928798,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40928821,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40928859,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40928913,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40929122,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40929917,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40930266,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40930464,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40930502,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40931621,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40931640,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40932786,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40932805,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40933330,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40934101,pubmed-abstract,eligible,no,no,no,,none,opinion,admissible; retrieval-time gates (currency/authority) apply
,40934150,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40935375,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40936161,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40936446,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40937385,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40937396,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40938517,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40938543,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40938652,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40938770,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40939031,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40939058,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40939527,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40939809,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40944899,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40945027,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40945221,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40945240,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40945485,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40946128,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40946675,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40946722,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40946752,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40946935,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40947477,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40947692,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40949178,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40951935,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40952136,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40952411,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40952694,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40952708,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40952772,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40952927,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40952950,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40953107,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40953121,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40953604,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40953659,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40955506,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40955711,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40955892,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40955908,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40956072,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40956166,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40956507,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40956653,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40956922,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40957103,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40957174,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40958704,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40960397,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40960513,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40961091,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40961129,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40961163,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40961173,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40961174,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40961582,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40963078,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40963167,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40963395,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40964960,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40965072,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40965073,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40965801,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40965813,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40966491,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40966571,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40966579,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40966618,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40966621,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40966722,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40966726,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40966774,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40967145,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40967147,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40967471,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40967524,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40967729,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40967858,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40968015,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40968081,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40968567,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40971120,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40971323,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40971495,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40971661,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40971706,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40972083,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40972336,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40972379,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40972691,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40972697,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40972799,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40973072,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40973112,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40973402,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40974137,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40974595,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40974715,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40974861,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40975319,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40975511,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40975922,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40976159,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40976212,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40976498,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40976852,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40976934,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40977156,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40979270,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40982213,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40982223,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40982226,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40982409,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40982810,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40982847,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40982854,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40982881,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40983243,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40983262,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40983695,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40984048,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40984233,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40984627,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40985034,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40986092,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40986560,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40987013,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40987204,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40987427,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40987529,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40987565,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40987594,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40988638,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40990233,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40990282,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40990393,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40990612,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40991056,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40991073,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40991647,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40991989,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40992536,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40992617,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40992708,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40993834,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40995692,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40995746,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40996260,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
,40996411,pubmed-abstract,eligible,no,no,no,,none,,admissible; retrieval-time gates (currency/authority) apply
