pmcid,pmid,in_pmc_oa_dataset,is_pmc_openaccess,license_code,is_manuscript,is_historical_ocr,is_retracted,version,pmid_from_pmc,doi_from_pmc,title_from_pmc,has_xml,has_pdf,has_text,media_count,xml_url,pdf_url,text_url,checked_at_utc
PMC12123446,40444538,yes,yes,CC BY,no,no,no,1,40444538,10.1002/brb3.70597,Incidence and Risk Factors of Post‐Lumbar Puncture Headache in Patients With Cognitive Impairment,yes,yes,yes,2,s3://pmc-oa-opendata/PMC12123446.1/PMC12123446.1.xml?md5=e9ff72ca577a82e446b5aef87e1cbce9,s3://pmc-oa-opendata/PMC12123446.1/PMC12123446.1.pdf?md5=f01f7f57f4e3914e75749da65f9b7bea,s3://pmc-oa-opendata/PMC12123446.1/PMC12123446.1.txt?md5=aa8d85a45b37481f20226ca8c847beb8,2026-08-31T18:42:21+00:00
PMC12123445,40444679,yes,yes,CC BY,no,no,no,1,40444679,10.1002/brb3.70598,Functional Near‐Infrared Spectroscopy Signal as a Potential Biomarker for White Matter Hyperintensity Progression in Patients With Subcortical Vascular Cognitive Impairment: A Pilot Study,yes,yes,yes,6,s3://pmc-oa-opendata/PMC12123445.1/PMC12123445.1.xml?md5=9c0320fea0858772ef0e3b7446ffb814,s3://pmc-oa-opendata/PMC12123445.1/PMC12123445.1.pdf?md5=9edb3b3f3f13268b576ecbe9325653fe,s3://pmc-oa-opendata/PMC12123445.1/PMC12123445.1.txt?md5=163fb9ab2f2e2a0a48b036117b42a53b,2026-08-31T18:42:23+00:00
PMC12124238,40445069,yes,yes,CC BY,no,no,no,1,40445069,10.1002/gps.70104,Does Frailty Predict Cognitive and Functional Deficits After Nine Years?,yes,yes,yes,1,s3://pmc-oa-opendata/PMC12124238.1/PMC12124238.1.xml?md5=e89d435b6d967cbed72b37ff83112da7,s3://pmc-oa-opendata/PMC12124238.1/PMC12124238.1.pdf?md5=fd65e330bc749a85a6a57161a8aadbc2,s3://pmc-oa-opendata/PMC12124238.1/PMC12124238.1.txt?md5=03dbd72cd05f188b484e37c646961ac5,2026-08-31T18:42:25+00:00
PMC12823666,40445308,yes,yes,CC BY,no,no,no,1,40445308,10.1007/s00115-025-01836-4,Delirium in psychiatric consultation services,yes,yes,yes,2,s3://pmc-oa-opendata/PMC12823666.1/PMC12823666.1.xml?md5=30764c7c5a9b6e6a8afd40898861caa1,s3://pmc-oa-opendata/PMC12823666.1/PMC12823666.1.pdf?md5=47135d45693211f15888e6c55787ea15,s3://pmc-oa-opendata/PMC12823666.1/PMC12823666.1.txt?md5=656a81b682b19ce9b281f8e49b247077,2026-08-31T18:42:26+00:00
PMC12129701,40446198,no,,,,,,,,,,,,,,,,,2026-08-31T18:42:27+00:00
PMC12166459,40446466,yes,yes,CC BY-NC,no,no,no,1,40446466,10.1016/j.nicl.2025.103810,"The effects of traumatic brain Injury, post-traumatic stress disorder on Amyloid-β associated network hyperconnectivity and progression of gray matter atrophy",yes,yes,yes,3,s3://pmc-oa-opendata/PMC12166459.1/PMC12166459.1.xml?md5=dbe99144beed94929f511dd0740db785,s3://pmc-oa-opendata/PMC12166459.1/PMC12166459.1.pdf?md5=9fefd4ff77da38309bfc65786493d13f,s3://pmc-oa-opendata/PMC12166459.1/PMC12166459.1.txt?md5=2e8f0c54775d138bb8ef1a1d44058983,2026-08-31T18:42:29+00:00
PMC12493116,40447055,yes,no,TDM,yes,no,no,1,40447055,10.1016/j.tjnut.2025.05.015,Dietary Choline Intake and Risk of Alzheimer’s Dementia in Older Adults,yes,no,yes,0,s3://pmc-oa-opendata/PMC12493116.1/PMC12493116.1.xml?md5=24c4282114fdd2ff911df6cf03710e9a,,s3://pmc-oa-opendata/PMC12493116.1/PMC12493116.1.txt?md5=a3bc0ffa5b5bbe35f93ed648aa4a8329,2026-08-31T18:42:30+00:00
PMC12128440,40447421,yes,yes,CC BY,no,no,no,1,40447421,10.1136/bmjopen-2025-100636,Experiences of healthcare interactions before and after suicidal behaviour among older adults attending geropsychiatric services: an interpretative phenomenological analysis,yes,yes,yes,2,s3://pmc-oa-opendata/PMC12128440.1/PMC12128440.1.xml?md5=45bedbe61ea428008e273394bda11adc,s3://pmc-oa-opendata/PMC12128440.1/PMC12128440.1.pdf?md5=006fc3adc834cbc6a6c51ed4ba3db557,s3://pmc-oa-opendata/PMC12128440.1/PMC12128440.1.txt?md5=88aa70d03c4698d662413122016a4701,2026-08-31T18:42:32+00:00
PMC12177146,40447483,yes,yes,CC BY,no,no,no,1,40447483,10.1016/j.ebiom.2025.105753,Distinct brain atrophy progression subtypes underlie phenoconversion in isolated REM sleep behaviour disorder,yes,yes,yes,7,s3://pmc-oa-opendata/PMC12177146.1/PMC12177146.1.xml?md5=1c327d65eea4b677d829f05659445a65,s3://pmc-oa-opendata/PMC12177146.1/PMC12177146.1.pdf?md5=28d31aa0968740ca766c17e04c6ac52f,s3://pmc-oa-opendata/PMC12177146.1/PMC12177146.1.txt?md5=92dbed19edd64ca3ab6dbb7b967ed1a7,2026-08-31T18:42:34+00:00
PMC12413723,40447488,yes,yes,CC BY-NC-ND,no,no,no,1,40447488,10.1016/j.tjpad.2025.100209,Cerebrovascular disease in Alzheimer's disease: Brain structure as a critical mediator of cognitive decline,yes,yes,yes,2,s3://pmc-oa-opendata/PMC12413723.1/PMC12413723.1.xml?md5=a0964a910a1067a425b987255169f5f3,s3://pmc-oa-opendata/PMC12413723.1/PMC12413723.1.pdf?md5=a2bfb2149e6294345eb6e6ac0df0ac33,s3://pmc-oa-opendata/PMC12413723.1/PMC12413723.1.txt?md5=0ce0a13e9ee5c011f2e0ed7cbf624651,2026-08-31T18:42:35+00:00
PMC12125347,40447628,yes,yes,CC BY-NC-ND,no,no,no,1,40447628,10.1038/s41598-025-02292-5,Stratified dietary inflammatory potential identifies oral and gut microbiota differences associated with cognitive function in older adults,yes,yes,yes,6,s3://pmc-oa-opendata/PMC12125347.1/PMC12125347.1.xml?md5=a27437d88f5f930050e4f2bc9b118cdd,s3://pmc-oa-opendata/PMC12125347.1/PMC12125347.1.pdf?md5=7ec0a0e81c33e8e07fd4098b5e44416a,s3://pmc-oa-opendata/PMC12125347.1/PMC12125347.1.txt?md5=bf3bedb78f8a734e333405d12f8e4633,2026-08-31T18:42:37+00:00
PMC12124080,40448161,yes,yes,CC BY,no,no,no,1,40448161,10.1186/s13195-025-01768-w,"Hippocampal subfields: volume, neuropathological vulnerability and cognitive decline in Alzheimer’s and Parkinson’s disease",yes,yes,yes,8,s3://pmc-oa-opendata/PMC12124080.1/PMC12124080.1.xml?md5=f331ade89f8573623a985cd6c98d8cd7,s3://pmc-oa-opendata/PMC12124080.1/PMC12124080.1.pdf?md5=38e3a377fde1946f085c4ce88551a675,s3://pmc-oa-opendata/PMC12124080.1/PMC12124080.1.txt?md5=6a4ff66459b591cdf7aa505569ba3ede,2026-08-31T18:42:39+00:00
PMC12125861,40448198,yes,yes,CC BY-NC-ND,no,no,no,1,40448198,10.1186/s13195-025-01725-7,"Towards a national registry for Alzheimer’s disease and related dementias: rationale, design, and initial observations of the ABOARD cohort",yes,yes,yes,3,s3://pmc-oa-opendata/PMC12125861.1/PMC12125861.1.xml?md5=9c84880117a69558e17f942fa2176755,s3://pmc-oa-opendata/PMC12125861.1/PMC12125861.1.pdf?md5=f4276db60d5327db9a3591f778c90ca9,s3://pmc-oa-opendata/PMC12125861.1/PMC12125861.1.txt?md5=b8dc07df5924aa27ebbbf2bbf644f6d2,2026-08-31T18:42:40+00:00
PMC12126463,40448323,yes,yes,CC BY,no,no,no,2,40448323,10.1177/07067437251343291,Peripheral Alzheimer's Disease Biomarkers Are Related to Change in Subjective Memory in Older Women with Cardiovascular Risk Factors in a Trial of Yoga vs. Memory Training: Lien établi entre les biomarqueurs périphériques de la maladie d’Alzheimer et l’amélioration de la mémoire subjective chez les femmes âgées présentant des facteurs de risque cardiovasculaire dans le cadre d’un essai comparant le yoga à l’entraînement de la mémoire,yes,yes,yes,4,s3://pmc-oa-opendata/PMC12126463.2/PMC12126463.2.xml?md5=fce7b2c5279de5c7d654834c531e0a7a,s3://pmc-oa-opendata/PMC12126463.2/PMC12126463.2.pdf?md5=cf1aaa333d220712bee3c95b31a70ca0,s3://pmc-oa-opendata/PMC12126463.2/PMC12126463.2.txt?md5=36a959f28767bd36293eaeccfb160e5a,2026-08-31T18:42:42+00:00
PMC12357967,40448412,yes,yes,CC BY,no,no,no,1,40448412,10.1177/13524585251344794,Plateau of practice effects and noise with repeat SDMT testing in multiple sclerosis,yes,yes,yes,6,s3://pmc-oa-opendata/PMC12357967.1/PMC12357967.1.xml?md5=75e069c32b5110d95ac2fb540e670753,s3://pmc-oa-opendata/PMC12357967.1/PMC12357967.1.pdf?md5=fa8b66a827b62f8820b78e7cb321adef,s3://pmc-oa-opendata/PMC12357967.1/PMC12357967.1.txt?md5=ad15fb0d42732a4e555ed3a40936c198,2026-08-31T18:42:44+00:00
PMC12126173,40448943,yes,yes,CC BY,no,no,no,1,40448943,10.1002/pon.70184,Understanding Cancer Care for Nursing Home Residents Living With Dementia: An Ethnographic Study,yes,yes,yes,1,s3://pmc-oa-opendata/PMC12126173.1/PMC12126173.1.xml?md5=117fe1affc22735d370f6398a430d1ac,s3://pmc-oa-opendata/PMC12126173.1/PMC12126173.1.pdf?md5=7f91571db821dfbf7d7f75458ce9c112,s3://pmc-oa-opendata/PMC12126173.1/PMC12126173.1.txt?md5=11c28e9b2fa20df22ee4d12277e15240,2026-08-31T18:42:46+00:00
PMC12286741,40449343,yes,no,TDM,yes,no,no,1,40449343,10.1016/j.jneuroim.2025.578646,Heightened effector immune cell infiltration of the hippocampus concurrently with brain ventricular volume expansion in aged APP/PS1 mice,yes,no,yes,0,s3://pmc-oa-opendata/PMC12286741.1/PMC12286741.1.xml?md5=ce3e406495a2504ee6d08f896d468716,,s3://pmc-oa-opendata/PMC12286741.1/PMC12286741.1.txt?md5=0711b65d85bbe7542fa0322b64ac0195,2026-08-31T18:42:47+00:00
PMC12270687,40449795,yes,yes,CC BY,no,no,no,1,40449795,10.1016/j.mcpro.2025.101003,Recent Advances in Mass Spectrometry-Based Studies of Post-Translational Modifications in Alzheimer’s Disease,yes,yes,yes,7,s3://pmc-oa-opendata/PMC12270687.1/PMC12270687.1.xml?md5=60143d513e5ea180a3db01b1d3c2e9ff,s3://pmc-oa-opendata/PMC12270687.1/PMC12270687.1.pdf?md5=f8c6c5f4c34330f7a442116181effcbb,s3://pmc-oa-opendata/PMC12270687.1/PMC12270687.1.txt?md5=057a9748546d4389b17adc5b690ff3e3,2026-08-31T18:42:49+00:00
PMC12125947,40450374,yes,yes,CC BY-NC-ND,no,no,no,1,40450374,10.1186/s13195-025-01765-z,Digital twins and non-invasive recordings enable early diagnosis of Alzheimer’s disease,yes,yes,yes,6,s3://pmc-oa-opendata/PMC12125947.1/PMC12125947.1.xml?md5=03401ec8eb31e4520c7d2b7f5e395afb,s3://pmc-oa-opendata/PMC12125947.1/PMC12125947.1.pdf?md5=1e1afeff0fda9748b1969c6ebb529f69,s3://pmc-oa-opendata/PMC12125947.1/PMC12125947.1.txt?md5=518fa0d34345d83de0cb37678736a29d,2026-08-31T18:42:51+00:00
PMC12125894,40450379,yes,yes,CC BY-NC-ND,no,no,no,1,40450379,10.1186/s13195-025-01773-z,"Deep-learning based multi-modal models for brain age, cognition and amyloid pathology prediction",yes,yes,yes,6,s3://pmc-oa-opendata/PMC12125894.1/PMC12125894.1.xml?md5=84f8f178e9e67c4d455f3e04c82a6868,s3://pmc-oa-opendata/PMC12125894.1/PMC12125894.1.pdf?md5=e93cac4fadf2368278b07ee9936b6128,s3://pmc-oa-opendata/PMC12125894.1/PMC12125894.1.txt?md5=98852d177327577ce2f64866276db0cd,2026-08-31T18:42:52+00:00
PMC12269148,40451171,yes,no,TDM,yes,no,no,1,40451171,10.1159/000546589,Risk of developing Alzheimer disease in relation to common infections,yes,no,yes,0,s3://pmc-oa-opendata/PMC12269148.1/PMC12269148.1.xml?md5=1aee3dd067f5b9d80fa7ee69b71a8aa2,,s3://pmc-oa-opendata/PMC12269148.1/PMC12269148.1.txt?md5=df5388c69a916eb60413baced19fd740,2026-08-31T18:42:54+00:00
PMC12127041,40451205,yes,yes,CC BY,no,no,no,1,40451205,10.1055/s-0045-1809335,Diagnostic performance of the Brief Cognitive Screening Battery-Indonesian version in detecting cognitive impairment,yes,yes,yes,1,s3://pmc-oa-opendata/PMC12127041.1/PMC12127041.1.xml?md5=a2424c0220b85e1c245caa5a318870d8,s3://pmc-oa-opendata/PMC12127041.1/PMC12127041.1.pdf?md5=a8c86c24cfdb7010977c3694b79d36ae,s3://pmc-oa-opendata/PMC12127041.1/PMC12127041.1.txt?md5=eb9133e65e932e1036c8098b902c85f9,2026-08-31T18:42:56+00:00
PMC12996874,40452462,no,,,,,,,,,,,,,,,,,2026-08-31T18:42:57+00:00
PMC12122297,40453497,yes,yes,CC BY,no,no,no,1,40453497,10.3389/fpubh.2025.1561263,The Silver Agri Age project in Italy: a Montessori-inspired social intervention with older adults with mild cognitive impairment. Single-group pre-post pilot study protocol,yes,yes,yes,1,s3://pmc-oa-opendata/PMC12122297.1/PMC12122297.1.xml?md5=09937637fc7ada353886245274c98ccf,s3://pmc-oa-opendata/PMC12122297.1/PMC12122297.1.pdf?md5=3e6342591ba4f9978d78321709bea835,s3://pmc-oa-opendata/PMC12122297.1/PMC12122297.1.txt?md5=5110f5821c86e3c039e79e2b66486e0a,2026-08-31T18:42:58+00:00
PMC12122257,40453565,yes,yes,CC BY-NC-ND,no,no,no,1,40453565,10.1002/dad2.70120,Referral patterns and diagnostic outcomes in an outpatient Australian tertiary cognitive neurology service: 2009–2019,yes,yes,yes,2,s3://pmc-oa-opendata/PMC12122257.1/PMC12122257.1.xml?md5=5fa1b49b7c6225d5b3fd60ea3d5acf26,s3://pmc-oa-opendata/PMC12122257.1/PMC12122257.1.pdf?md5=55360d66576e433ff60fa4b9d8a3394b,s3://pmc-oa-opendata/PMC12122257.1/PMC12122257.1.txt?md5=674225cf304fae4f86a57f2079ab6cee,2026-08-31T18:43:00+00:00
PMC12124837,40453715,yes,no,TDM,yes,no,no,1,40453715,10.1177/21677026231214530,"Interpersonal linkage in positive and negative emotional behaviors, emotional well-being, and physical functioning in dementia caregivers",yes,no,yes,0,s3://pmc-oa-opendata/PMC12124837.1/PMC12124837.1.xml?md5=119c09674d22f2f3c41124f3709d573e,,s3://pmc-oa-opendata/PMC12124837.1/PMC12124837.1.txt?md5=d4aa447fbcefb6a59985e7c2a812af2b,2026-08-31T18:43:02+00:00
PMC12123696,40453757,yes,yes,CC BY,no,no,no,1,40453757,10.3389/fnmol.2025.1507575,Regulatory mechanism of circular RNAs in brain and neurodegenerative diseases,yes,yes,yes,3,s3://pmc-oa-opendata/PMC12123696.1/PMC12123696.1.xml?md5=9d1afa3b356c2eb0b3dc8ce5e13e0ab0,s3://pmc-oa-opendata/PMC12123696.1/PMC12123696.1.pdf?md5=83c9c9e99eb13984f2c0dcaa615e2641,s3://pmc-oa-opendata/PMC12123696.1/PMC12123696.1.txt?md5=b9c86a8a42caae5647e27ffec0639ad9,2026-08-31T18:43:03+00:00
PMC12122261,40453977,yes,yes,CC BY-NC,no,no,no,1,40453977,10.1002/trc2.70102,Therapeutic time window of disease‐modifying therapy for early Alzheimer's disease,yes,yes,yes,6,s3://pmc-oa-opendata/PMC12122261.1/PMC12122261.1.xml?md5=3e4e94a66ff9e78200b087fee3ba9133,s3://pmc-oa-opendata/PMC12122261.1/PMC12122261.1.pdf?md5=2166b7f44329049618a81b85ceff45e2,s3://pmc-oa-opendata/PMC12122261.1/PMC12122261.1.txt?md5=b8d659683a344bfe57b131f215447a1b,2026-08-31T18:43:05+00:00
PMC12120629,40454076,yes,yes,CC BY,no,no,no,1,40454076,10.1021/acsomega.5c02339,Fabrication of MIP-based sensors for femtomolar detection of kynurenic acid for early diagnosis of neurodegenerative diseases,yes,yes,yes,14,s3://pmc-oa-opendata/PMC12120629.1/PMC12120629.1.xml?md5=029334bd6f339bb0c5cc273e6cbf701d,s3://pmc-oa-opendata/PMC12120629.1/PMC12120629.1.pdf?md5=6820824d6355208f9ae0c54435b6e464,s3://pmc-oa-opendata/PMC12120629.1/PMC12120629.1.txt?md5=a753502597527fb2d127ddb9b9d5e1a9,2026-08-31T18:43:07+00:00
PMC12122535,40454205,yes,yes,CC BY,no,no,no,1,40454205,10.3389/fnagi.2025.1553868,Effects of exercise interventions on cognitive function in patients with cognitive dysfunction: an umbrella review of meta-analyses,yes,yes,yes,12,s3://pmc-oa-opendata/PMC12122535.1/PMC12122535.1.xml?md5=73b7c91ef9f978bb52ca97503420318a,s3://pmc-oa-opendata/PMC12122535.1/PMC12122535.1.pdf?md5=76b505b0012f1c98adb81dcbfea5d911,s3://pmc-oa-opendata/PMC12122535.1/PMC12122535.1.txt?md5=425f52b2bcd7e986c521772a8aa51a41,2026-08-31T18:43:08+00:00
PMC12125427,40454371,no,,,,,,,,,,,,,,,,,2026-08-31T18:43:09+00:00
PMC12123064,40454424,yes,yes,CC BY-NC-ND,no,no,no,1,40454424,10.1093/geroni/igaf026,Virtual Data Collection Strategies in Research on Alzheimer’s Disease and Related Dementias (ADRD),yes,yes,yes,2,s3://pmc-oa-opendata/PMC12123064.1/PMC12123064.1.xml?md5=d6f5bc1300f408e02ab6272a9d40116e,s3://pmc-oa-opendata/PMC12123064.1/PMC12123064.1.pdf?md5=a2c9a2039248884f8ed3bf392227f028,s3://pmc-oa-opendata/PMC12123064.1/PMC12123064.1.txt?md5=539406960252356a8499c0d0546c7576,2026-08-31T18:43:11+00:00
PMC12128187,40454604,yes,yes,CC BY-NC-ND,no,no,no,1,40454604,10.1002/ejp.70046,Cognitive Function in Patients With Complex Regional Pain Syndrome: No Clear Impairment Found in a Select Patient Sample,yes,yes,yes,2,s3://pmc-oa-opendata/PMC12128187.1/PMC12128187.1.xml?md5=282dad52d6fb1b588d100083fd76934b,s3://pmc-oa-opendata/PMC12128187.1/PMC12128187.1.pdf?md5=408831b70ce0b16668cd4a8ccf4fd9d0,s3://pmc-oa-opendata/PMC12128187.1/PMC12128187.1.txt?md5=cc39a505b9ee12f86c79d60a434d2ae2,2026-08-31T18:43:13+00:00
PMC13492725,40454832,yes,no,TDM,yes,no,no,1,40454832,10.1111/ctr.70189,The Economic Impact of Dementia After Kidney Transplantation: A Matched Cohort Analysis,yes,no,yes,0,s3://pmc-oa-opendata/PMC13492725.1/PMC13492725.1.xml?md5=af84ce6f2e60ec0a4dc2f51056e22395,,s3://pmc-oa-opendata/PMC13492725.1/PMC13492725.1.txt?md5=3ebaf38aa4c08d2cf7bac0ca85e6b224,2026-08-31T18:43:14+00:00
PMC12131175,40455437,yes,yes,CC BY,no,no,no,1,40455437,10.1001/jamaneurol.2025.1358,Prevalence of Epilepsy in Frontotemporal Dementia and Timing of Dementia Diagnosis,yes,no,yes,4,s3://pmc-oa-opendata/PMC12131175.1/PMC12131175.1.xml?md5=1cdab2683279a9305550aaf2197a98ff,,s3://pmc-oa-opendata/PMC12131175.1/PMC12131175.1.txt?md5=e2673e30fb8fe7044b7f053228072f80,2026-08-31T18:43:16+00:00
PMC12131178,40455489,no,,,,,,,,,,,,,,,,,2026-08-31T18:43:17+00:00
PMC12129047,40455650,yes,yes,CC BY-NC,no,no,no,1,40455650,10.1111/gbb.70024,Impaired Cognitive Flexibility With Preserved Learning in an Amyloid Precursor Protein Knock‐In Mouse Model of Amyloidopathy,yes,yes,yes,7,s3://pmc-oa-opendata/PMC12129047.1/PMC12129047.1.xml?md5=6fd53b1bd3e6bd61d651187d9387c2b5,s3://pmc-oa-opendata/PMC12129047.1/PMC12129047.1.pdf?md5=2423b9685f11403977c79104fd5b7c64,s3://pmc-oa-opendata/PMC12129047.1/PMC12129047.1.txt?md5=14a58a89f057535a2f549d0698f5c808,2026-08-31T18:43:19+00:00
PMC12129192,40455746,yes,yes,CC BY,no,no,no,1,40455746,10.1371/journal.pone.0325050,AD-GCN: A novel graph convolutional network integrating multi-omics data for enhanced Alzheimer’s disease diagnosis,yes,yes,yes,16,s3://pmc-oa-opendata/PMC12129192.1/PMC12129192.1.xml?md5=bac421cf0cabdb3f14dfa1fae88fe553,s3://pmc-oa-opendata/PMC12129192.1/PMC12129192.1.pdf?md5=1bc8487ea88a77c26d820fcee765d67d,s3://pmc-oa-opendata/PMC12129192.1/PMC12129192.1.txt?md5=b1c3c6960a5bd94ef8bb4e71e769c28f,2026-08-31T18:43:20+00:00
PMC12677908,40455880,yes,yes,CC BY,no,no,no,1,40455880,10.1093/brain/awaf194,Mild behavioural impairment-apathy and core Alzheimer's disease cerebrospinal fluid biomarkers,yes,yes,yes,3,s3://pmc-oa-opendata/PMC12677908.1/PMC12677908.1.xml?md5=c8a77e27827d682dcb2909c78b2f4f18,s3://pmc-oa-opendata/PMC12677908.1/PMC12677908.1.pdf?md5=8946dee46b3deb935a54943ae78acc4f,s3://pmc-oa-opendata/PMC12677908.1/PMC12677908.1.txt?md5=9bed86fcef2334eba5610f2a25703b1b,2026-08-31T18:43:22+00:00
PMC12130088,40456910,yes,yes,CC BY,no,no,no,1,40456910,10.1007/s00415-025-13151-8,Spatial navigation deficits in early Alzheimer’s disease: the role of biomarkers and APOE genotype,yes,yes,yes,4,s3://pmc-oa-opendata/PMC12130088.1/PMC12130088.1.xml?md5=d14d69182e7aefb5d6e000992a0351ee,s3://pmc-oa-opendata/PMC12130088.1/PMC12130088.1.pdf?md5=b6eae8678100d942a539deff4f948460,s3://pmc-oa-opendata/PMC12130088.1/PMC12130088.1.txt?md5=fe5b0f41544ce4ed8bc5fbc4c212348d,2026-08-31T18:43:24+00:00
PMC12128237,40457203,yes,yes,CC BY,no,no,no,1,40457203,10.1186/s12877-025-06030-4,Psychometric properties of screening tools for mild cognitive impairment in older adults based on COSMIN guidelines: a systematic review,yes,yes,yes,2,s3://pmc-oa-opendata/PMC12128237.1/PMC12128237.1.xml?md5=6f886a100700b8c95fb2195b15120321,s3://pmc-oa-opendata/PMC12128237.1/PMC12128237.1.pdf?md5=3669c7a2d883234aeef5ca4f63386471,s3://pmc-oa-opendata/PMC12128237.1/PMC12128237.1.txt?md5=36761a412c80deb6759d57dde7df29b0,2026-08-31T18:43:26+00:00
PMC12131455,40457220,yes,yes,CC BY-NC-ND,no,no,no,1,40457220,10.1186/s12889-025-23310-1,Development of a neural network-based risk prediction model for mild cognitive impairment in older adults with functional disability,yes,yes,yes,7,s3://pmc-oa-opendata/PMC12131455.1/PMC12131455.1.xml?md5=c6ed24c39144dc2b0d3c1a5f2464624d,s3://pmc-oa-opendata/PMC12131455.1/PMC12131455.1.pdf?md5=74218b1deb4d4320bd447ed56fd354c8,s3://pmc-oa-opendata/PMC12131455.1/PMC12131455.1.txt?md5=f36a316f36dcc3ceada7b81385d548ea,2026-08-31T18:43:27+00:00
PMC12131619,40457276,yes,yes,CC BY-NC-ND,no,no,no,1,40457276,10.1186/s12888-025-06815-2,Repetitive negative thinking is associated with cognitive function decline in older adults: a cross-sectional study,yes,yes,yes,1,s3://pmc-oa-opendata/PMC12131619.1/PMC12131619.1.xml?md5=8742796b6a144b61717d5aedfacc3fcb,s3://pmc-oa-opendata/PMC12131619.1/PMC12131619.1.pdf?md5=95305a8f7c784e01b01dc36f915581d0,s3://pmc-oa-opendata/PMC12131619.1/PMC12131619.1.txt?md5=da5e0431a6a3a52bee378507df10b3be,2026-08-31T18:43:29+00:00
PMC12128392,40457423,yes,yes,CC BY-NC-ND,no,no,no,1,40457423,10.1186/s13195-025-01770-2,Potential role of Amyloid-β on the association between Orexin-A and blood-brain barrier leakage of globus pallidus in Alzheimer’s disease and dementia with lewy bodies,yes,yes,yes,5,s3://pmc-oa-opendata/PMC12128392.1/PMC12128392.1.xml?md5=9f91096a405392984cdd0cf3f6648cd9,s3://pmc-oa-opendata/PMC12128392.1/PMC12128392.1.pdf?md5=192ee980e71bef10d083f2921147ea51,s3://pmc-oa-opendata/PMC12128392.1/PMC12128392.1.txt?md5=cd18db0b341f41d91fa71a58d6a55e2e,2026-08-31T18:43:30+00:00
PMC12130574,40457744,yes,yes,CC BY,no,no,no,1,40457744,10.1002/alz.70334,Detection of emergency department patients at risk of dementia through artificial intelligence,yes,yes,yes,5,s3://pmc-oa-opendata/PMC12130574.1/PMC12130574.1.xml?md5=78799e4982622285ccea8163d2332317,s3://pmc-oa-opendata/PMC12130574.1/PMC12130574.1.pdf?md5=fdefb65174b8462d0ac9581b4abf3f08,s3://pmc-oa-opendata/PMC12130574.1/PMC12130574.1.txt?md5=32c5957bdef4293feec7410dee21842a,2026-08-31T18:43:32+00:00
PMC12130554,40457754,yes,yes,CC BY-NC,no,no,no,1,40457754,10.1002/alz.70252,Retinal optical coherence tomography angiography imaging in population studies for study of microvascular dysfunction in Alzheimer's disease and related dementias,yes,yes,yes,4,s3://pmc-oa-opendata/PMC12130554.1/PMC12130554.1.xml?md5=826447dc7e72bfb83f1a131fd62758d6,s3://pmc-oa-opendata/PMC12130554.1/PMC12130554.1.pdf?md5=fe293308849bd821f24b6397a10acec8,s3://pmc-oa-opendata/PMC12130554.1/PMC12130554.1.txt?md5=7f3306fd4269a08e11eebf7bdbe08e40,2026-08-31T18:43:34+00:00
PMC12536675,40457961,yes,yes,CC BY-NC,no,no,no,1,40457961,10.4081/ejtm.2025.13726,Differences in physical function across dementia subtypes and cognitive decline: a cross-sectional study,yes,yes,yes,0,s3://pmc-oa-opendata/PMC12536675.1/PMC12536675.1.xml?md5=fbdf3898fa6942fb4db1895ec62492a6,s3://pmc-oa-opendata/PMC12536675.1/PMC12536675.1.pdf?md5=54bb7fcdbe9d505e74371df6fff75e18,s3://pmc-oa-opendata/PMC12536675.1/PMC12536675.1.txt?md5=800ddbe27ab286c4a86a9b5ae99fda96,2026-08-31T18:43:36+00:00
PMC12127516,40458467,yes,yes,CC BY,no,no,no,1,40458467,10.3389/fneur.2025.1568086,"AI-based staging, causal hypothesis and progression of subjects at risk of Alzheimer’s disease: a multicenter study",yes,yes,yes,2,s3://pmc-oa-opendata/PMC12127516.1/PMC12127516.1.xml?md5=2f877ba62b5cde41c1916096e85d0726,s3://pmc-oa-opendata/PMC12127516.1/PMC12127516.1.pdf?md5=600e3fe2afd78729eb0efb6a7ebcfb89,s3://pmc-oa-opendata/PMC12127516.1/PMC12127516.1.txt?md5=a1f8dca5799d1646fd4e3094f51d1408,2026-08-31T18:43:38+00:00
PMC12127407,40458486,yes,yes,CC BY,no,no,no,1,40458486,10.3389/fnins.2025.1576931,Alzheimer's disease recognition via long-range state space model using multi-modal brain images,yes,yes,yes,7,s3://pmc-oa-opendata/PMC12127407.1/PMC12127407.1.xml?md5=5fdefc8d4d2415e5df1b268b4466d613,s3://pmc-oa-opendata/PMC12127407.1/PMC12127407.1.pdf?md5=c01ef66141416041e3cc6fab2c029ea8,s3://pmc-oa-opendata/PMC12127407.1/PMC12127407.1.txt?md5=49fb1e016fafc8b2d2e1d970a47e5e9f,2026-08-31T18:43:39+00:00
PMC12989034,40459023,yes,yes,CC BY-NC,no,no,no,1,40459023,10.1177/07334648251348001,Towards Real-World Dementia Care: Encouraging Activity Engagement Using an Intelligent Humanoid Robot,yes,yes,yes,5,s3://pmc-oa-opendata/PMC12989034.1/PMC12989034.1.xml?md5=2571528aa432e6a1359497f4dfa62f4e,s3://pmc-oa-opendata/PMC12989034.1/PMC12989034.1.pdf?md5=db178fa990b4601045e8a45a7856ca12,s3://pmc-oa-opendata/PMC12989034.1/PMC12989034.1.txt?md5=262460d56929cdd34ec2996b31eca45c,2026-08-31T18:43:41+00:00
