pmcid,pmid,doi,title,license_code,is_retracted,is_manuscript,version,source_xml_url,resolved_url,expected_md5,actual_md5,md5_verified,filename,bytes,status,http_status,attempts,downloaded_at_utc,error
PMC12932685,40111924,10.1177/13872877251328953,Biomarkers do not paint the whole picture: The role of clinical expertise and advanced neuroimaging for Alzheimer's disease diagnosis,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12932685.1/PMC12932685.1.xml?md5=52bd1459b52b134249ddcb63eef79b12,https://pmc-oa-opendata.s3.amazonaws.com/PMC12932685.1/PMC12932685.1.xml,52bd1459b52b134249ddcb63eef79b12,52bd1459b52b134249ddcb63eef79b12,yes,PMC12932685.xml,54731,ok,200,1,2026-09-01T21:45:23+00:00,
PMC12932909,41736285,10.1002/alz.71214,Association of type 2 diabetes treatment status with in vivo biomarkers of Alzheimer's disease,CC BY-NC-ND,no,no,1,s3://pmc-oa-opendata/PMC12932909.1/PMC12932909.1.xml?md5=9d4d52d9870717aca7b7f5512371218f,https://pmc-oa-opendata.s3.amazonaws.com/PMC12932909.1/PMC12932909.1.xml,9d4d52d9870717aca7b7f5512371218f,9d4d52d9870717aca7b7f5512371218f,yes,PMC12932909.xml,169571,ok,200,1,2026-09-02T00:41:19+00:00,
PMC12932948,41756213,10.1093/braincomms/fcag005,Increased cerebrospinal fluid YKL-40 concentration in hip fracture patients with delirium,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12932948.1/PMC12932948.1.xml?md5=32bc369a9b0c249c80b616550999e52c,https://pmc-oa-opendata.s3.amazonaws.com/PMC12932948.1/PMC12932948.1.xml,32bc369a9b0c249c80b616550999e52c,32bc369a9b0c249c80b616550999e52c,yes,PMC12932948.xml,108585,ok,200,1,2026-09-02T00:43:03+00:00,
PMC12932973,41756817,10.1002/dad2.70286,Plasma p‐tau217 for Alzheimer's disease diagnosis: a memory clinic implementation approach,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12932973.1/PMC12932973.1.xml?md5=6be80e3e509580a19f10d5b1c36c3180,https://pmc-oa-opendata.s3.amazonaws.com/PMC12932973.1/PMC12932973.1.xml,6be80e3e509580a19f10d5b1c36c3180,6be80e3e509580a19f10d5b1c36c3180,yes,PMC12932973.xml,133371,ok,200,1,2026-09-02T00:43:10+00:00,
PMC12933074,41701839,10.1073/pnas.2532234123,RNA-binding activity of PHGDH drives amyloid-beta production in a human brain organoid model of sporadic Alzheimer’s disease,CC BY-NC-ND,no,no,1,s3://pmc-oa-opendata/PMC12933074.1/PMC12933074.1.xml?md5=8af9b3a288c849027d30bb74987fbf17,https://pmc-oa-opendata.s3.amazonaws.com/PMC12933074.1/PMC12933074.1.xml,8af9b3a288c849027d30bb74987fbf17,8af9b3a288c849027d30bb74987fbf17,yes,PMC12933074.xml,109710,ok,200,1,2026-09-02T00:38:13+00:00,
PMC12933252,41756815,10.1002/dad2.70280,Association of majority versus minority first language multilingualism and socioeconomic status with cognition among older adults residing in India,CC BY-NC-ND,no,no,1,s3://pmc-oa-opendata/PMC12933252.1/PMC12933252.1.xml?md5=c68f197614a945c34220f4d798cc76a4,https://pmc-oa-opendata.s3.amazonaws.com/PMC12933252.1/PMC12933252.1.xml,c68f197614a945c34220f4d798cc76a4,c68f197614a945c34220f4d798cc76a4,yes,PMC12933252.xml,99364,ok,200,1,2026-09-02T00:43:09+00:00,
PMC12933407,41738368,10.1111/gbb.70045,Abnormal Hearing Phenotypes in “Ignorome” Knockout Mice as Predictors of Cognitive Dysfunction,CC BY-NC,no,no,1,s3://pmc-oa-opendata/PMC12933407.1/PMC12933407.1.xml?md5=443851c74e91e8c78ce1364bc7d8c8b1,https://pmc-oa-opendata.s3.amazonaws.com/PMC12933407.1/PMC12933407.1.xml,443851c74e91e8c78ce1364bc7d8c8b1,443851c74e91e8c78ce1364bc7d8c8b1,yes,PMC12933407.xml,133265,ok,200,1,2026-09-02T00:41:24+00:00,
PMC12933412,41738400,10.1002/alz.71205,Choroidal–ventricular system abnormalities are linked to amyloid‐β aggregation in Alzheimer's disease,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12933412.1/PMC12933412.1.xml?md5=58bfca5a39fb9ade513d39351cc6832a,https://pmc-oa-opendata.s3.amazonaws.com/PMC12933412.1/PMC12933412.1.xml,58bfca5a39fb9ade513d39351cc6832a,58bfca5a39fb9ade513d39351cc6832a,yes,PMC12933412.xml,153834,ok,200,1,2026-09-02T00:41:25+00:00,
PMC12934121,41618450,10.1186/s13195-026-01975-z,A new paradigm for stratified cognitive assessment: fusing serum Raman spectroscopy and ensemble learning,CC BY-NC-ND,no,no,1,s3://pmc-oa-opendata/PMC12934121.1/PMC12934121.1.xml?md5=1558abf929032fb7dad84eb8e365eae6,https://pmc-oa-opendata.s3.amazonaws.com/PMC12934121.1/PMC12934121.1.xml,1558abf929032fb7dad84eb8e365eae6,1558abf929032fb7dad84eb8e365eae6,yes,PMC12934121.xml,139680,ok,200,1,2026-09-02T00:30:24+00:00,
PMC12934236,41603331,10.1177/13872877251414975,Heterogeneous patterns of cognitive decline in Alzheimer’s disease across three domains of cognition,TDM,no,yes,1,s3://pmc-oa-opendata/PMC12934236.1/PMC12934236.1.xml?md5=7c8675e8c06d82e35d63e8b7f5824c60,https://pmc-oa-opendata.s3.amazonaws.com/PMC12934236.1/PMC12934236.1.xml,7c8675e8c06d82e35d63e8b7f5824c60,7c8675e8c06d82e35d63e8b7f5824c60,yes,PMC12934236.xml,114267,ok,200,1,2026-09-02T00:28:43+00:00,
PMC12934294,41722277,10.1016/j.tjpad.2026.100504,Association between MRI indicators of the glymphatic system and cognition in high-risk populations for Alzheimer's disease,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12934294.1/PMC12934294.1.xml?md5=0525ae721287a98611ec915c457dcf89,https://pmc-oa-opendata.s3.amazonaws.com/PMC12934294.1/PMC12934294.1.xml,0525ae721287a98611ec915c457dcf89,0525ae721287a98611ec915c457dcf89,yes,PMC12934294.xml,114768,ok,200,1,2026-09-02T00:39:35+00:00,
PMC12934323,41756407,10.1016/j.ibneur.2025.09.007,Serum amino acid levels are associated with brain hypometabolism in patients across the Alzheimer’s disease continuum,CC BY-NC-ND,no,no,1,s3://pmc-oa-opendata/PMC12934323.1/PMC12934323.1.xml?md5=2ba6c6ff609efa8a450b0b1052e171cd,https://pmc-oa-opendata.s3.amazonaws.com/PMC12934323.1/PMC12934323.1.xml,2ba6c6ff609efa8a450b0b1052e171cd,2ba6c6ff609efa8a450b0b1052e171cd,yes,PMC12934323.xml,147158,ok,200,1,2026-09-02T00:43:06+00:00,
PMC12934565,41757079,10.64898/2026.02.18.706630,Synergistic and redundant information dynamics are modulated by Alzheimer’s disease and cognitive impairment,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12934565.1/PMC12934565.1.xml?md5=9ce733e9f4bd885c179884f27d3cc967,https://pmc-oa-opendata.s3.amazonaws.com/PMC12934565.1/PMC12934565.1.xml,9ce733e9f4bd885c179884f27d3cc967,9ce733e9f4bd885c179884f27d3cc967,yes,PMC12934565.xml,220440,ok,200,1,2026-09-02T00:43:14+00:00,
PMC12934760,41756973,10.64898/2026.02.13.705790,Neuronal Cell-Cycle Re-entry Defines Divergent Outcomes Through Replication-Dependent DNA Damage in ALS,CC BY-NC-ND,no,no,1,s3://pmc-oa-opendata/PMC12934760.1/PMC12934760.1.xml?md5=8266e6ee215b7f7400fe10e774789a08,https://pmc-oa-opendata.s3.amazonaws.com/PMC12934760.1/PMC12934760.1.xml,8266e6ee215b7f7400fe10e774789a08,8266e6ee215b7f7400fe10e774789a08,yes,PMC12934760.xml,142463,ok,200,1,2026-09-02T00:43:12+00:00,
PMC12934842,41757211,10.64898/2026.02.18.26346567,Balanced deep learning on multi-omics networks identifies molecular subgroups of pathological brain aging,CC BY-NC-ND,no,no,1,s3://pmc-oa-opendata/PMC12934842.1/PMC12934842.1.xml?md5=5e9063cc50fae7f4eeffcb0730ecc306,https://pmc-oa-opendata.s3.amazonaws.com/PMC12934842.1/PMC12934842.1.xml,5e9063cc50fae7f4eeffcb0730ecc306,5e9063cc50fae7f4eeffcb0730ecc306,yes,PMC12934842.xml,197226,ok,200,1,2026-09-02T00:43:16+00:00,
PMC12934890,41757199,10.64898/2026.02.13.26345903,Bilingualism’s protective effects in Alzheimer’s disease: Mechanisms of resilience and resistance,CC BY-NC-ND,no,no,2,s3://pmc-oa-opendata/PMC12934890.2/PMC12934890.2.xml?md5=b935e58261431d70ad9e74c8520dd622,https://pmc-oa-opendata.s3.amazonaws.com/PMC12934890.2/PMC12934890.2.xml,b935e58261431d70ad9e74c8520dd622,b935e58261431d70ad9e74c8520dd622,yes,PMC12934890.xml,10946,ok,200,1,2026-09-02T00:43:14+00:00,
PMC12935412,41740138,10.2196/79224,Egocentric Spatial Memory Deficit in Amnestic Mild Cognitive Impairment Revealed Through Virtual Reality: Cross-Sectional Study,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12935412.1/PMC12935412.1.xml?md5=5969ecf8433b4a843cda7166cb3efaf2,https://pmc-oa-opendata.s3.amazonaws.com/PMC12935412.1/PMC12935412.1.xml,5969ecf8433b4a843cda7166cb3efaf2,5969ecf8433b4a843cda7166cb3efaf2,yes,PMC12935412.xml,149699,ok,200,1,2026-09-02T00:41:28+00:00,
PMC12935413,41740149,10.2196/83699,"The Effect of the DemensiaKITA Mobile Health App Intervention on Knowledge, Attitude, Practice, and Burden Level of Dementia Caregivers in Kuala Lumpur and Selangor, Malaysia: Protocol for a Nonrandomized Controlled Trial",CC BY,no,no,1,s3://pmc-oa-opendata/PMC12935413.1/PMC12935413.1.xml?md5=f8363cb562a964b4719ea0050397a3a7,https://pmc-oa-opendata.s3.amazonaws.com/PMC12935413.1/PMC12935413.1.xml,f8363cb562a964b4719ea0050397a3a7,f8363cb562a964b4719ea0050397a3a7,yes,PMC12935413.xml,115087,ok,200,1,2026-09-02T00:41:31+00:00,
PMC12935425,41740144,10.2196/82891,"Efficacy of Bacopa monnieri (Linn.) on Cognitive Function and Alterations in Blood Metabolites in Patients With Amnestic Mild Cognitive Impairment and Early Alzheimer Disease: Protocol for an Exploratory Double-Blind, Randomized, Placebo-Controlled Trial",CC BY,no,no,1,s3://pmc-oa-opendata/PMC12935425.1/PMC12935425.1.xml?md5=fd52e7bf19efe4b8af64fd4da94362ab,https://pmc-oa-opendata.s3.amazonaws.com/PMC12935425.1/PMC12935425.1.xml,fd52e7bf19efe4b8af64fd4da94362ab,fd52e7bf19efe4b8af64fd4da94362ab,yes,PMC12935425.xml,127463,ok,200,1,2026-09-02T00:41:29+00:00,
PMC12935562,41767157,10.1002/dad2.70268,Tears as a window to Alzheimer's disease: A systematic review of biomarkers for early detection,CC BY-NC-ND,no,no,1,s3://pmc-oa-opendata/PMC12935562.1/PMC12935562.1.xml?md5=f97226a5332ac84ad85f16156c3090d9,https://pmc-oa-opendata.s3.amazonaws.com/PMC12935562.1/PMC12935562.1.xml,f97226a5332ac84ad85f16156c3090d9,f97226a5332ac84ad85f16156c3090d9,yes,PMC12935562.xml,152137,ok,200,1,2026-09-02T00:44:05+00:00,
PMC12935699,41735664,10.1007/s00701-026-06803-9,Integrated neuropsychological assessment in patients undergoing neurosurgical and endovascular treatment of unruptured cerebral aneurysms: results of a prospective observational study,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12935699.1/PMC12935699.1.xml?md5=f15114cb914b15a06d551c0a4738a25b,https://pmc-oa-opendata.s3.amazonaws.com/PMC12935699.1/PMC12935699.1.xml,f15114cb914b15a06d551c0a4738a25b,f15114cb914b15a06d551c0a4738a25b,yes,PMC12935699.xml,103161,ok,200,1,2026-09-02T00:41:01+00:00,
PMC12935771,41739230,10.1007/s00401-026-02983-x,"Disentangling on and off-target binding in flortaucipir PET: a voxel-to-voxel P-tau, ferric iron, and MAO-B histology-to-flortaucipir PET comparison",CC BY,no,no,1,s3://pmc-oa-opendata/PMC12935771.1/PMC12935771.1.xml?md5=2bc35c2a42616eb173f6a70d2df52690,https://pmc-oa-opendata.s3.amazonaws.com/PMC12935771.1/PMC12935771.1.xml,2bc35c2a42616eb173f6a70d2df52690,2bc35c2a42616eb173f6a70d2df52690,yes,PMC12935771.xml,156704,ok,200,1,2026-09-02T00:41:27+00:00,
PMC12935794,41343021,10.1007/s12149-025-02134-4,"Comparison of MRI-, CT- and PET-based anatomical standardization for Centiloid scale calculation in [18F]florbetapir positron emission tomography",CC BY,no,no,1,s3://pmc-oa-opendata/PMC12935794.1/PMC12935794.1.xml?md5=d62532ff08309f665bd94958cb6f00e0,https://pmc-oa-opendata.s3.amazonaws.com/PMC12935794.1/PMC12935794.1.xml,d62532ff08309f665bd94958cb6f00e0,d62532ff08309f665bd94958cb6f00e0,yes,PMC12935794.xml,60278,ok,200,1,2026-09-01T23:41:56+00:00,
PMC12935944,41768173,10.3389/fpsyg.2026.1745923,Moral decision-making in patients with neurodegenerative diseases: a systematic review,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12935944.1/PMC12935944.1.xml?md5=37f6b887d95bfb578658109aab4913bd,https://pmc-oa-opendata.s3.amazonaws.com/PMC12935944.1/PMC12935944.1.xml,37f6b887d95bfb578658109aab4913bd,37f6b887d95bfb578658109aab4913bd,yes,PMC12935944.xml,127359,ok,200,1,2026-09-02T00:44:15+00:00,
PMC12935954,41767845,10.3389/fnagi.2026.1740408,Gut microbiota and brain aging: a comparative review of African and western populations,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12935954.1/PMC12935954.1.xml?md5=c1a0de5981e14b2948193415dd7f601d,https://pmc-oa-opendata.s3.amazonaws.com/PMC12935954.1/PMC12935954.1.xml,c1a0de5981e14b2948193415dd7f601d,c1a0de5981e14b2948193415dd7f601d,yes,PMC12935954.xml,263823,ok,200,1,2026-09-02T00:44:11+00:00,
PMC12936000,41768091,10.3389/frdem.2026.1770977,Care challenges related to lack of awareness in people with dementia,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12936000.1/PMC12936000.1.xml?md5=df9187b12ea7c2fbc2cb253c678e3664,https://pmc-oa-opendata.s3.amazonaws.com/PMC12936000.1/PMC12936000.1.xml,df9187b12ea7c2fbc2cb253c678e3664,df9187b12ea7c2fbc2cb253c678e3664,yes,PMC12936000.xml,90720,ok,200,1,2026-09-02T00:44:14+00:00,
PMC12936769,41768934,10.1016/j.lanwpc.2026.101817,Associations of plasma GFAP and P-tau217 with imaging ATN markers and cognitive decline across Centiloid scales,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12936769.1/PMC12936769.1.xml?md5=e727c30f1ab0bfad99a24c09e8d89690,https://pmc-oa-opendata.s3.amazonaws.com/PMC12936769.1/PMC12936769.1.xml,e727c30f1ab0bfad99a24c09e8d89690,e727c30f1ab0bfad99a24c09e8d89690,yes,PMC12936769.xml,89723,ok,200,1,2026-09-02T00:44:22+00:00,
PMC12937003,39692476,10.1177/13872877241299130,Curation and Validation of Electronic Medical Record Based Dementia Diagnoses in the VA Million Veteran Program,TDM,no,yes,1,s3://pmc-oa-opendata/PMC12937003.1/PMC12937003.1.xml?md5=96ff909ad996a965cda0ad36126fbcf4,https://pmc-oa-opendata.s3.amazonaws.com/PMC12937003.1/PMC12937003.1.xml,96ff909ad996a965cda0ad36126fbcf4,96ff909ad996a965cda0ad36126fbcf4,yes,PMC12937003.xml,171873,ok,200,1,2026-09-01T20:50:44+00:00,
PMC12937091,41744291,10.1002/alz.71133,Development and validation of novel cognitive tests in Mandarin‐speaking older Americans,CC BY-NC-ND,no,no,1,s3://pmc-oa-opendata/PMC12937091.1/PMC12937091.1.xml?md5=66b662fc27c85cc8515a6a578e40961f,https://pmc-oa-opendata.s3.amazonaws.com/PMC12937091.1/PMC12937091.1.xml,66b662fc27c85cc8515a6a578e40961f,66b662fc27c85cc8515a6a578e40961f,yes,PMC12937091.xml,206252,ok,200,1,2026-09-02T00:41:59+00:00,
PMC12937641,41750649,10.3390/antiox15020269,Increased Blood Plasma Levels of Methionine-Oxidized Clusterin Correlate with a Shift from Normal to Mild Cognitive Impairment and Alzheimer’s Disease Stages,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12937641.1/PMC12937641.1.xml?md5=919b02fe5ddc2a0aba77057d915bd5b8,https://pmc-oa-opendata.s3.amazonaws.com/PMC12937641.1/PMC12937641.1.xml,919b02fe5ddc2a0aba77057d915bd5b8,919b02fe5ddc2a0aba77057d915bd5b8,yes,PMC12937641.xml,43280,ok,200,1,2026-09-02T00:42:19+00:00,
PMC12937926,41744366,10.1002/gps.70198,Finding Solutions to Addressing Inequalities in Dementia Diagnosis and Care: Recommendations From a Country‐Wide Consultation,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12937926.1/PMC12937926.1.xml?md5=9490d577e103d869222438a4816acdf1,https://pmc-oa-opendata.s3.amazonaws.com/PMC12937926.1/PMC12937926.1.xml,9490d577e103d869222438a4816acdf1,9490d577e103d869222438a4816acdf1,yes,PMC12937926.xml,96857,ok,200,1,2026-09-02T00:42:01+00:00,
PMC12938061,41751342,10.3390/biomedicines14020443,"Methamphetamine Use in People Living with HIV: Clinical, Neurocognitive, and Blood Biomarker Profiles",CC BY,no,no,1,s3://pmc-oa-opendata/PMC12938061.1/PMC12938061.1.xml?md5=b15e942149354aabc3a34e7f191f8f71,https://pmc-oa-opendata.s3.amazonaws.com/PMC12938061.1/PMC12938061.1.xml,b15e942149354aabc3a34e7f191f8f71,b15e942149354aabc3a34e7f191f8f71,yes,PMC12938061.xml,237560,ok,200,1,2026-09-02T00:42:27+00:00,
PMC12938365,41751250,10.3390/biomedicines14020351,New SPRi Biosensors for Simultaneous Detection of Tau Protein Isoforms—The Importance of the Ptau181/Total Tau Ratio in Alzheimer’s Disease,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12938365.1/PMC12938365.1.xml?md5=4595f0a6808ef762f97d998506921178,https://pmc-oa-opendata.s3.amazonaws.com/PMC12938365.1/PMC12938365.1.xml,4595f0a6808ef762f97d998506921178,4595f0a6808ef762f97d998506921178,yes,PMC12938365.xml,130353,ok,200,1,2026-09-02T00:42:26+00:00,
PMC12938448,41749703,10.3390/bioengineering13020163,Predicting Conversion from Mild Cognitive Impairment to Alzheimer’s Disease Using a Vision Transformer and Hippocampal MRI Slices,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12938448.1/PMC12938448.1.xml?md5=bc5f51b1116b877e4f735f199643d450,https://pmc-oa-opendata.s3.amazonaws.com/PMC12938448.1/PMC12938448.1.xml,bc5f51b1116b877e4f735f199643d450,bc5f51b1116b877e4f735f199643d450,yes,PMC12938448.xml,98928,ok,200,1,2026-09-02T00:42:15+00:00,
PMC12938511,41750239,10.3390/brainsci16020239,Interpretable Network-Level Biomarker Discovery for Alzheimer’s Stage Assessment Using Resting-State fNIRS Complexity Graphs,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12938511.1/PMC12938511.1.xml?md5=46a6f8640008e5a3c84d6128909dedbe,https://pmc-oa-opendata.s3.amazonaws.com/PMC12938511.1/PMC12938511.1.xml,46a6f8640008e5a3c84d6128909dedbe,46a6f8640008e5a3c84d6128909dedbe,yes,PMC12938511.xml,162460,ok,200,1,2026-09-02T00:42:18+00:00,
PMC12938555,41751343,10.3390/biomedicines14020444,"An Artificial Intelligence-Driven Multimorbidity Framework Reveals a Shared Metabolic and Immune Core Across Alzheimer’s Disease, Amyotrophic Lateral Sclerosis, and Frontotemporal Dementia",CC BY,no,no,1,s3://pmc-oa-opendata/PMC12938555.1/PMC12938555.1.xml?md5=41c2d1ea09ca4b856a396ec9622f3433,https://pmc-oa-opendata.s3.amazonaws.com/PMC12938555.1/PMC12938555.1.xml,41c2d1ea09ca4b856a396ec9622f3433,41c2d1ea09ca4b856a396ec9622f3433,yes,PMC12938555.xml,179124,ok,200,1,2026-09-02T00:42:35+00:00,
PMC12938625,41744731,10.3390/bios16020113,Inkjet-Printed Electrode Enable Portable Electrochemical Immunosensing of Tau-441 for Early Alzheimer’s Screening,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12938625.1/PMC12938625.1.xml?md5=dd1315ff11971692e6c9416aa3a44a4c,https://pmc-oa-opendata.s3.amazonaws.com/PMC12938625.1/PMC12938625.1.xml,dd1315ff11971692e6c9416aa3a44a4c,dd1315ff11971692e6c9416aa3a44a4c,yes,PMC12938625.xml,112370,ok,200,1,2026-09-02T00:42:04+00:00,
PMC12938635,41744654,10.3390/biology15040345,Exploring Gene Expression Patterns in Alzheimer’s Disease Using a Human Microarray Data Meta-Analysis,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12938635.1/PMC12938635.1.xml?md5=c8f2ffcef5489c898d36baa7f08ce671,https://pmc-oa-opendata.s3.amazonaws.com/PMC12938635.1/PMC12938635.1.xml,c8f2ffcef5489c898d36baa7f08ce671,c8f2ffcef5489c898d36baa7f08ce671,yes,PMC12938635.xml,244135,ok,200,1,2026-09-02T00:42:02+00:00,
PMC12938659,41750229,10.3390/brainsci16020229,"Emerging Roles, Mechanisms, and Therapeutic Potential of Thyroid Hormones in Neurodegenerative Diseases: A Review",CC BY,no,no,1,s3://pmc-oa-opendata/PMC12938659.1/PMC12938659.1.xml?md5=3cda0a12ac67a727086d24a178d01a08,https://pmc-oa-opendata.s3.amazonaws.com/PMC12938659.1/PMC12938659.1.xml,3cda0a12ac67a727086d24a178d01a08,3cda0a12ac67a727086d24a178d01a08,yes,PMC12938659.xml,284976,ok,200,1,2026-09-02T00:42:17+00:00,
PMC12938741,41768526,10.1162/IMAG.a.1151,Unveiling unified patterns in Alzheimer’s disease subtypes: An SCCA clustering approach integrating PET imaging and genomics data,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12938741.1/PMC12938741.1.xml?md5=9d40dbef191cac08a684e7136492532a,https://pmc-oa-opendata.s3.amazonaws.com/PMC12938741.1/PMC12938741.1.xml,9d40dbef191cac08a684e7136492532a,9d40dbef191cac08a684e7136492532a,yes,PMC12938741.xml,235168,ok,200,1,2026-09-02T00:44:18+00:00,
PMC12938881,41907517,10.1080/29933935.2025.2605879,Obesity-associated gut microbiome influences diet-induced metabolic and cognitive outcomes in older adults,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12938881.1/PMC12938881.1.xml?md5=1397259b0e0c9d76df6105a743676691,https://pmc-oa-opendata.s3.amazonaws.com/PMC12938881.1/PMC12938881.1.xml,1397259b0e0c9d76df6105a743676691,1397259b0e0c9d76df6105a743676691,yes,PMC12938881.xml,277658,ok,200,1,2026-09-02T00:56:46+00:00,
PMC12938938,41750729,10.3390/diagnostics16040581,GPTNeXt: Biomedical Image Classification Investigations,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12938938.1/PMC12938938.1.xml?md5=96630d2c6ad81c2830ae5a7375672366,https://pmc-oa-opendata.s3.amazonaws.com/PMC12938938.1/PMC12938938.1.xml,96630d2c6ad81c2830ae5a7375672366,96630d2c6ad81c2830ae5a7375672366,yes,PMC12938938.xml,292743,ok,200,1,2026-09-02T00:42:23+00:00,
PMC12939236,41750741,10.3390/diagnostics16040593,Progression-Aware and Explainable CNN–Transformer Framework for Multiclass Alzheimer’s Disease Staging Using MRI,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12939236.1/PMC12939236.1.xml?md5=048440ba199efdb7c57e4ba6becdc7d5,https://pmc-oa-opendata.s3.amazonaws.com/PMC12939236.1/PMC12939236.1.xml,048440ba199efdb7c57e4ba6becdc7d5,048440ba199efdb7c57e4ba6becdc7d5,yes,PMC12939236.xml,146919,ok,200,1,2026-09-02T00:42:24+00:00,
PMC12939542,41750680,10.3390/diagnostics16040530,Dynamic Mode Decomposition-Based Clustered Pattern Projection for Reliable Alzheimer’s Disease Detection from EEG,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12939542.1/PMC12939542.1.xml?md5=916919d7abc5b68e02d44fc35076a518,https://pmc-oa-opendata.s3.amazonaws.com/PMC12939542.1/PMC12939542.1.xml,916919d7abc5b68e02d44fc35076a518,916919d7abc5b68e02d44fc35076a518,yes,PMC12939542.xml,314358,ok,200,1,2026-09-02T00:42:21+00:00,
PMC12940260,41752133,10.3390/ijms27041998,Extracellular Vesicles in Tauopathies: Mechanisms and Applications,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12940260.1/PMC12940260.1.xml?md5=fcceac5cd1a738332764acab2d3636e6,https://pmc-oa-opendata.s3.amazonaws.com/PMC12940260.1/PMC12940260.1.xml,fcceac5cd1a738332764acab2d3636e6,fcceac5cd1a738332764acab2d3636e6,yes,PMC12940260.xml,290369,ok,200,1,2026-09-02T00:42:47+00:00,
PMC12940287,41751617,10.3390/genes17020233,Alzheimer’s 2030: From Precision Genomics to Artificial Intelligence,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12940287.1/PMC12940287.1.xml?md5=598eb6eeced38e032ffa9c17a4d9a629,https://pmc-oa-opendata.s3.amazonaws.com/PMC12940287.1/PMC12940287.1.xml,598eb6eeced38e032ffa9c17a4d9a629,598eb6eeced38e032ffa9c17a4d9a629,yes,PMC12940287.xml,231290,ok,200,1,2026-09-02T00:42:39+00:00,
PMC12940342,41751927,10.3390/ijms27041790,Role of the Clock Drawing Test in Differential Diagnosis of Alzheimer’s Disease: Clinical Findings in Relation to CSF Biomarkers,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12940342.1/PMC12940342.1.xml?md5=3ab7770bbd70145fc00c411636d4db10,https://pmc-oa-opendata.s3.amazonaws.com/PMC12940342.1/PMC12940342.1.xml,3ab7770bbd70145fc00c411636d4db10,3ab7770bbd70145fc00c411636d4db10,yes,PMC12940342.xml,105211,ok,200,1,2026-09-02T00:42:40+00:00,
PMC12940409,41751570,10.3390/genes17020186,Distinct Regulatory Genomic Architectures Distinguish Early-Onset from Late-Onset Alzheimer’s Disease,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12940409.1/PMC12940409.1.xml?md5=b6f528f79eea0c9c5b1d402d2a1df31b,https://pmc-oa-opendata.s3.amazonaws.com/PMC12940409.1/PMC12940409.1.xml,b6f528f79eea0c9c5b1d402d2a1df31b,b6f528f79eea0c9c5b1d402d2a1df31b,yes,PMC12940409.xml,189322,ok,200,1,2026-09-02T00:42:37+00:00,
PMC12940429,41754024,10.3390/healthcare14040511,Assessing the Inclusion of Music Therapy and Music Interventions in National Dementia Strategies and Clinical Practice Guidelines: A Scoping Review,CC BY,no,no,1,s3://pmc-oa-opendata/PMC12940429.1/PMC12940429.1.xml?md5=f7fbd9814708c94f81c065bdc55c6d7b,https://pmc-oa-opendata.s3.amazonaws.com/PMC12940429.1/PMC12940429.1.xml,f7fbd9814708c94f81c065bdc55c6d7b,f7fbd9814708c94f81c065bdc55c6d7b,yes,PMC12940429.xml,117333,ok,200,1,2026-09-02T00:42:54+00:00,
PMC12940496,41320876,10.24272/j.issn.2095-8137.2025.349,tRNA-derived small noncoding RNAs: Roles in brain aging and neurodegenerative disorders,CC BY-NC,no,no,1,s3://pmc-oa-opendata/PMC12940496.1/PMC12940496.1.xml?md5=ee8e196e7f3d908f41a7beaf9423288d,https://pmc-oa-opendata.s3.amazonaws.com/PMC12940496.1/PMC12940496.1.xml,ee8e196e7f3d908f41a7beaf9423288d,ee8e196e7f3d908f41a7beaf9423288d,yes,PMC12940496.xml,139898,ok,200,1,2026-09-01T23:39:49+00:00,
